Entity,Code,Year,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh
Iran,IRN,1992,0,,0,0,27.216127,0,305.18286,10.385508,630.6393
Iran,IRN,1996,0,,0,0,26.062902,0,374.79382,12.55833,737.46826
Iran,IRN,1995,0,,0,0,24.61102,0,318.67996,12.004997,702.64813
Iran,IRN,1998,0,,0,0,22.141935,0,462.31348,14.989162,736.06213
Iran,IRN,1990,0,,0,0,21.825539,0,227.9851,8.261172,553.2112
Iran,IRN,1994,0,,0,0,20.391397,0,261.0528,12.817841,714.48303
Iran,IRN,1997,0,,0,0,17.567472,0,397.5235,12.872003,758.171
Iran,IRN,1991,0,,0,0,16.579838,0,265.31036,11.791994,586.54645
Iran,IRN,1974,,,,,9.657339,0,41.76508,8.086142,219.959
Iran,IRN,1973,,,,,8.768707,0,41.07707,7.3832474,189.24191
Iran,IRN,1971,,,,,7.8800755,0,29.54346,2.8104126,141.64664
Iran,IRN,1970,,,,,7.3312144,0,25.524555,3.98909,129.19635
Iran,IRN,1969,,,,,6.8084893,0,10.763926,3.6169298,119.565926
Iran,IRN,1968,,,,,6.324969,0,9.173319,3.27966,109.47246
Iran,IRN,1967,,,,,5.880653,0,8.587943,2.97728,99.205444
Iran,IRN,1966,,,,,5.4624734,0,8.191686,2.69816,89.68452
Iran,IRN,1965,,,,,5.083498,0,7.8132787,2.45393,81.939705
Iran,IRN,1988,,,,,24.383333,0,123.674675,11.242,500.27936
Iran,IRN,1987,,,,,23.111826,0,113.91767,10.89417,498.83618
Iran,IRN,1986,,,,,20.846773,0,93.05474,11.074993,478.29694
Iran,IRN,1989,,,,,19.90645,0,156.16835,8.25916,536.6414
Iran,IRN,1982,,,,,18.909567,0,67.49103,15.668668,357.87906
Iran,IRN,1983,,,,,18.504456,0,77.13311,14.783498,435.68042
Iran,IRN,1978,,,,,18.360706,0,38.008427,9.15167,340.1507
Iran,IRN,1981,,,,,18.020933,0,49.280403,11.616998,328.61838
Iran,IRN,1985,,,,,17.443277,0,96.86437,11.244663,518.38904
Iran,IRN,1984,,,,,17.302189,0,89.78872,11.429499,471.64413
Iran,IRN,1980,,,,,16.505033,0,45.35404,13.911492,330.28473
Iran,IRN,1979,,,,,15.916967,0,50.920696,13.20983,357.92117
Iran,IRN,1977,,,,,11.722101,0,49.080723,14.977358,339.15933
Iran,IRN,1976,,,,,11.343127,0,47.99568,14.805024,292.3251
Iran,IRN,1972,,,,,10.349949,0,33.817947,4.391081,157.65855
Iran,IRN,1975,,,,,10.14086,0,42.60883,14.979475,257.91962
Italy,ITA,1983,9.868523,,0,0,122.55242,16.40935,260.48724,156.58632,1053.4364
Italy,ITA,1966,9.76318,,0,0,129.27957,10.96132,80.52125,104.34436,673.43463
Italy,ITA,1988,9.565617,,0,0,120.278496,0,396.84848,160.35443,1086.6914
Italy,ITA,1989,9.51738,,0.0059737223,0.005913972,100.706184,0,429.2785,167.30917,1118.1211
Italy,ITA,1991,9.3801155,,0.014784943,0.008512555,124.90026,0,482.58197,161.72418,1134.5225
Italy,ITA,1990,9.299601,,0.011827944,0.0056750276,93.51774,0,454.26022,170.25906,1127.5317
Italy,ITA,1987,9.293216,,0,0,116.81586,0.49372748,365.805,171.0773,1067.5886
Italy,ITA,1986,8.677475,,0,0,121.520424,24.850956,329.7765,172.34497,1023.8364
Italy,ITA,1985,8.102169,,0,0,121.5086,19.930704,311.90073,175.33388,999.88416
Italy,ITA,2016,78.43006,15.401496,59.17404,47.353313,113.59206,0,675.4584,127.73232,704.78986
Italy,ITA,2015,77.898094,15.485837,61.782707,39.97421,122.631226,0,643.1542,143.39546,710.4441
Italy,ITA,2020,77.86193,13.227081,65.50359,49.273388,125.1002,0,676.2516,59.252834,585.49164
Italy,ITA,2019,77.81409,9.359374,62.443287,53.251915,122.19445,0,707.9061,77.53442,709.052
Italy,ITA,2017,77.69557,15.610445,64.87614,47.216343,96.33535,0,715.7879,111.903915,713.6949
Italy,ITA,2018,76.63957,15.9788265,59.935772,46.87276,129.1771,0,692.14087,102.56716,730.3281
Italy,ITA,2014,75.177895,12.546003,60.43022,41.1195,158.60413,0,589.7159,153.44742,671.279
Italy,ITA,2022,72.0534,12.217361,71.74867,53.869656,73.41612,0,652.6924,84.7727,686.0149
Italy,ITA,1965,7.628659,,0,0,126.068275,9.959677,73.746994,100.32037,610.7382
Italy,ITA,2013,69.35559,14.687109,58.837955,40.600548,143.8312,0,667.40424,157.4031,706.4804
Italy,ITA,2021,66.94987,13.822014,65.518974,54.759983,118.76625,0,723.73676,65.18218,652.0685
Italy,ITA,2012,54.573338,17.49372,51.717564,36.761402,114.81854,0,713.5658,182.7333,772.2136
Italy,ITA,2011,49.54726,15.672072,29.781607,27.190403,126.40983,0,742.16064,178.26997,828.8807
Italy,ITA,2010,44.453087,15.863596,5.2894206,25.329655,141.87927,0,791.499,159.02751,853.3912
Italy,ITA,2009,38.438423,12.884808,1.890666,18.272715,137.22829,0,743.1756,143.82344,875.9916
Italy,ITA,2008,33.92948,7.982817,0.5423411,13.659693,116.96304,0,808.51514,183.7009,946.61163
Italy,ITA,2007,31.895386,1.9773175,0.11027721,11.406622,92.788376,0,814.5612,189.84833,1005.7119
Italy,ITA,2006,31.396915,2.1781833,0.09958917,8.453697,105.2629,0,810.5877,193.91122,1038.1772
Italy,ITA,2005,29.54878,1.9327627,0.08876583,6.708978,103.27474,0,827.69543,191.53352,1039.4667
Italy,ITA,2004,28.50561,2.753794,0.083567776,5.322411,122.00338,0,773.4183,193.01271,1072.42
Italy,ITA,2003,25.631025,,0.069603056,4.2283807,106.34755,0,745.3318,172.29904,1095.8771
Italy,ITA,2002,21.708677,,0.061295554,4.0980434,115.34942,0,676.0286,159.67827,1106.4277
Italy,ITA,2001,18.550936,,0.055818055,3.463652,137.5208,0,680.64575,154.69652,1102.6033
Italy,ITA,2000,17.80044,,0.05322583,1.664785,130.69891,0,678.785,145.58014,1124.7026
Italy,ITA,1999,16.091192,,0.050268885,1.1916666,134.14381,0,651.00085,136.37933,1132.5256
Italy,ITA,1998,14.49509,,0.047311943,0.6860214,121.88709,0,598.945,136.56216,1141.9586
Italy,ITA,1997,12.884091,,0.044354722,0.34892473,123.01962,0,556.2977,131.55106,1145.1384
Italy,ITA,1974,12.664183,,0,0,111.75941,9.675926,183.13525,114.02052,1184.078
Italy,ITA,1970,12.530111,,0,0,119.38252,9.011947,122.352,114.78809,1024.0592
Italy,ITA,1971,12.491095,,0,0,115.556175,9.548238,126.3975,110.892044,1101.3706
Italy,ITA,1996,11.878192,,0.041397776,0.093638055,124.30295,0,535.7567,129.6575,1134.0676
Italy,ITA,1975,11.843432,,0,0,121.29865,10.782557,211.03175,114.3229,1112.0737
Italy,ITA,1980,11.693398,,0,0,133.78601,6.265233,262.16373,146.00302,1163.8812
Italy,ITA,1973,11.394396,,0,0,110.9551,8.915472,162.83325,104.70489,1217.0194
Italy,ITA,1979,11.323458,,0,0,135.86478,7.456989,264.13397,124.440994,1225.9446
Italy,ITA,1978,11.280895,,0,0,134.5164,12.564516,257.09375,113.392494,1186.6757
Italy,ITA,1976,11.273801,,0,0,115.84301,10.80242,255.52075,113.35761,1162.1108
Italy,ITA,1972,11.236914,,0,0,122.26559,10.28883,144.94624,103.192986,1156.2516
Italy,ITA,1969,11.187966,,0,0,121.72742,4.7641873,113.41175,113.671616,905.27026
Italy,ITA,1977,11.019844,,0,0,151.21748,9.604988,260.9535,111.47355,1130.0887
Italy,ITA,1993,10.775463,,0.032526944,0.011350055,122.49328,0,487.87524,124.069534,1119.7963
Italy,ITA,1968,10.59067,,0,0,126.195435,7.3094387,103.293495,110.74086,821.8543
Italy,ITA,1995,10.445602,,0.03844083,0.025537638,111.72096,0,519.3057,140.90717,1153.9536
Italy,ITA,1982,10.268967,,0,0,122.59973,19.306452,253.31274,167.29755,1081.3063
Italy,ITA,1967,10.167171,,0,0,125.19892,8.943847,87.95325,114.34616,745.36487
Italy,ITA,1994,10.165042,,0.032526944,0.01986261,132.05322,0,471.44324,131.00253,1116.1196
Italy,ITA,1981,10.128864,,0,0,127.25107,7.681153,254.19873,149.63158,1138.7346
Italy,ITA,1992,10.124608,,0.026612887,0.0056750276,124.78494,0,478.13446,141.86089,1150.3917
Italy,ITA,1984,10.0760145,,0,0,125.379295,19.541964,306.87524,177.5901,1005.08795
Russia,RUS,2022,2.37415,3.6368332,6.253577,10.9527025,515.3433,559.64996,4080.4531,887.35596,1959.6976
Russia,RUS,2021,2.3236933,2.651389,6.0498614,6.7636914,561.3645,558.4149,4746.1406,951.6829,1910.099
Russia,RUS,2020,2.3177283,1.9736667,4.890518,2.9887695,557.9243,544.1421,4234.834,914.2343,1811.983
Russia,RUS,2011,1.4942764,,0.003310389,0.014874666,449.81296,457.8091,4356.3613,1093.4177,1721.7162
Russia,RUS,2014,1.4605577,0,0.43345556,0.26036054,469.74268,469.90405,4221.9824,1018.22736,1875.5392
Russia,RUS,2010,1.4492295,,0,0.011618583,462.08865,453.88834,4239.202,1053.0176,1604.9197
Russia,RUS,2019,1.4347122,1.6539444,2.5965648,0.8298305,512.3701,528.6227,4443.1274,990.7597,1896.7748
Russia,RUS,2006,1.4011465,,0,0.014796111,493.06595,427.13892,4217.3613,1128.3627,1569.5914
Russia,RUS,2017,1.3807178,0.7883333,1.447742,0.36991945,492.7725,518.77405,4311.006,976.1059,1839.0151
Russia,RUS,2009,1.3500305,,0,0.010612305,486.48764,438.38068,3977.893,1071.749,1546.3186
Russia,RUS,2012,1.3484308,,0.011547666,0.014397916,448.18112,467.11835,4286.259,1144.6897,1780.806
Russia,RUS,2008,1.3303739,,0,0.014612305,463.04135,439.75906,4227.477,1171.354,1611.6493
Russia,RUS,2018,1.3288442,1.1757778,1.6521509,0.62746054,504.37497,519.3963,4544.9927,1007.8558,1860.3485
Russia,RUS,2007,1.3214766,,0,0.018662306,500.61615,434.29578,4288.172,1092.2435,1561.667
Russia,RUS,2013,1.2807983,0,0.029434443,0.012190805,493.7124,451.1604,4248.6743,1052.7126,1785.0247
Russia,RUS,2004,1.2617728,,0,0.020171555,506.23996,400.1469,3956.1902,1161.7518,1488.477
Russia,RUS,2015,1.2617416,0,0.9037613,0.39865944,452.40176,505.12732,4086.748,1071.3556,1812.3582
Russia,RUS,2005,1.2583144,,0,0.019471223,494.25668,410.6358,4004.0103,1099.9026,1493.8191
Russia,RUS,2016,1.1665215,0.39416665,1.2536566,0.39652416,494.21262,505.07767,4206.464,1037.9774,1845.6854
Russia,RUS,2003,1.035232,,0,0.024941055,451.46228,418.39386,3855.9521,1212.4135,1509.1853
Russia,RUS,2002,0.49208748,,0,0.018096777,473.35904,396.6889,3766.749,1204.9393,1456.2139
Russia,RUS,2001,0.33027694,,0,0.009107139,510.8784,386.032,3721.688,1199.908,1509.4218
Russia,RUS,2000,0.23228611,,0,0.0056182775,485.17096,370.90576,3661.913,1230.0566,1465.8062
Russia,RUS,1990,0.19756193,,0,0,493.36066,335.749,4141.95,2120.2134,2984.632
Russia,RUS,1991,0.19720721,,0,0,497.05212,340.45584,4249.548,1942.911,2908.4788
Russia,RUS,1992,0.19082277,,0,0,510.3586,339.44055,4113.4487,1825.7065,2777.474
Russia,RUS,1994,0.18372916,,0,0,520.2113,277.5657,3853.201,1441.2252,2046.0374
Russia,RUS,1993,0.18160084,,0,0,515.37067,338.19205,4101.4873,1647.8698,2316.0288
Russia,RUS,1995,0.17769945,,0,0,521.18475,282.42352,3724.4514,1388.3457,1785.4498
Russia,RUS,1999,0.17521666,,0,0,474.5731,345.81927,3584.6611,1185.9927,1495.316
Russia,RUS,1998,0.17450722,,0,0,468.67392,294.30423,3595.7024,1176.4506,1462.641
Russia,RUS,1996,0.17202444,,0,0,456.29004,309.3629,3745.2307,1362.637,1539.5094
Russia,RUS,1997,0.17166972,,0,0,465.53064,307.8647,3454.0825,1256.4481,1526.9075
Russia,RUS,1986,,,,,485.9249,298.56754,3602.143,2366.461,2971.3591
Russia,RUS,1987,,,,,480.5931,353.8444,3809.967,2402.5642,2995.656
Russia,RUS,1988,,,,,475.84937,382.53613,4020.5618,2367.1018,2972.0117
Russia,RUS,1989,,,,,472.30792,386.8625,4080.336,2288.8674,3027.4558
Russia,RUS,1985,,,,,472.30792,281.81396,3560.848,2303.885,2936.284
Saudi Arabia,SAU,2021,0,,2.1729314,0.014858639,,0,1144.6068,1.2788855,1839.4728
Saudi Arabia,SAU,2022,0,,2.1674714,0.014804471,,0,1203.5773,1.2788855,1986.2809
Saudi Arabia,SAU,2019,0,,0.5449519,0.015009222,,0,1111.5,1.172558,1860.0538
Saudi Arabia,SAU,2020,0,,0.54443777,0.014954084,,0,1130.5,1.0281849,1758.8397
Saudi Arabia,SAU,2018,0,,0.4219622,0.012747111,,0,1121,1.1144836,1979.1283
Saudi Arabia,SAU,2017,0,,0.17307971,0.012822083,,0,1092.5021,1.3395644,2087.7917
Saudi Arabia,SAU,2014,0,,0.124296114,0,,0,972.61,1.5928696,1957.39
Saudi Arabia,SAU,2015,0,,0.12355639,0,,0,992.27496,1.0364242,2063.1904
Saudi Arabia,SAU,2016,0,,0.12282527,0,,0,1053.17,0.8553122,2125.6958
Saudi Arabia,SAU,2013,0,,0.11576222,0,,0,950.285,1.1490005,1779.6705
Saudi Arabia,SAU,2012,0,,0.070295,0,,0,943.63495,0.89776665,1769.6074
Saudi Arabia,SAU,2011,0,,0.014874666,0,,0,876.47,0.76566386,1680.0404
Saudi Arabia,SAU,2010,0,,0.011349333,0,,0,832.76996,0.7860291,1617.5393
Saudi Arabia,SAU,2008,0,,0.001711325,0,,0,764.18,0.7464194,1363.5356
Saudi Arabia,SAU,2009,0,,0.0017007611,0,,0,745.275,0.2734739,1459.588
Saudi Arabia,SAU,1980,0,,0,0,0,0,92.378,0,327.5383
Saudi Arabia,SAU,1979,0,,0,0,0,0,66.215,0,400.62827
Saudi Arabia,SAU,1978,0,,0,0,0,0,53.9315,0,331.40424
Saudi Arabia,SAU,1998,0,,0,0,0,0,444.78998,0,807.787
Saudi Arabia,SAU,1999,0,,0,0,0,0,438.9,0,836.53033
Saudi Arabia,SAU,1997,0,,0,0,0,0,430.72998,0,759.519
Saudi Arabia,SAU,1996,0,,0,0,0,0,421.895,0,746.65784
Saudi Arabia,SAU,1995,0,,0,0,0,0,407.835,0,722.17084
Saudi Arabia,SAU,1994,0,,0,0,0,0,406.31497,0,753.2654
Saudi Arabia,SAU,1977,0,,0,0,0,0,39.1115,0,306.651
Saudi Arabia,SAU,1993,0,,0,0,0,0,380.37997,0,622.4703
Saudi Arabia,SAU,1992,0,,0,0,0,0,363.375,0,618.3813
Saudi Arabia,SAU,1991,0,,0,0,0,0,334.115,0,638.3373
Saudi Arabia,SAU,1990,0,,0,0,0,0,318.44,0,609.89703
Saudi Arabia,SAU,1989,0,,0,0,0,0,283.1,0,573.44525
Saudi Arabia,SAU,1988,0,,0,0,0,0,276.44998,0,593.8246
Saudi Arabia,SAU,1976,0,,0,0,0,0,27.79225,0,265.00204
Saudi Arabia,SAU,1987,0,,0,0,0,0,254.59999,0,577.13806
Saudi Arabia,SAU,1975,0,,0,0,0,0,25.744999,0,227.51584
Saudi Arabia,SAU,1986,0,,0,0,0,0,239.4,0,545.259
Saudi Arabia,SAU,1974,0,,0,0,0,0,21.640999,0,297.71277
Saudi Arabia,SAU,1985,0,,0,0,0,0,178.6,0,551.1338
Saudi Arabia,SAU,1984,0,,0,0,0,0,172.9,0,542.398
Saudi Arabia,SAU,1973,0,,0,0,0,0,17.1,0,283.90036
Saudi Arabia,SAU,1972,0,,0,0,0,0,14.525499,0,267.64355
Saudi Arabia,SAU,1971,0,,0,0,0,0,12.8155,0,250.45639
Saudi Arabia,SAU,1982,0,,0,0,0,0,114.16149,0,437.69144
Saudi Arabia,SAU,1983,0,,0,0,0,0,111.473,0,486.50903
Saudi Arabia,SAU,1981,0,,0,0,0,0,107.711,0,393.52573
Saudi Arabia,SAU,2007,0,,0,0,,0,706.99,0.6451761,1236.4219
Saudi Arabia,SAU,2006,0,,0,0,,0,697.8795,0.23053417,1202.0599
Saudi Arabia,SAU,2005,0,,0,0,,0,676.77997,0.32532138,1134.0006
Saudi Arabia,SAU,2004,0,,0,0,,0,623.96,0.16386665,1078.3237
Saudi Arabia,SAU,2003,0,,0,0,,0,570.57,0.18353084,998.43744
Saudi Arabia,SAU,2002,0,,0,0,,0,538.64996,0.14420277,942.5885
Saudi Arabia,SAU,2001,0,,0,0,,0,510.055,0.09176527,912.1856
Saudi Arabia,SAU,2000,0,,0,0,,0,473.195,0,861.6846
Saudi Arabia,SAU,1967,,,,,0,0,8.697249,0,233.06763
Saudi Arabia,SAU,1966,,,,,0,0,7.22,0,231.1016
Saudi Arabia,SAU,1965,,,,,0,0,6.004,0,229.13554
Saudi Arabia,SAU,1970,,,,,0,0,15.3615,0,247.49394
Saudi Arabia,SAU,1969,,,,,0,0,12.59225,0,237.07051
Saudi Arabia,SAU,1968,,,,,0,0,10.459499,0,235.05855
South Korea,KOR,2013,6.571465,6.376729,4.5450187,3.129356,11.690045,362.9617,549.75824,948.3567,1335.0175
South Korea,KOR,2022,55.35065,8.645742,70.31782,8.755021,9.232518,440.45123,619.28,798.56226,1519.4181
South Korea,KOR,2012,4.151979,4.185637,3.0904262,2.5027654,10.882847,395.53366,525.2864,937.80133,1332.9854
South Korea,KOR,2021,37.985588,6.9442725,64.67803,8.321077,7.992645,396.76874,624.0739,843.5401,1499.4344
South Korea,KOR,2019,33.740208,8.137511,37.41212,7.0624223,7.35088,369.0739,560.33826,955.3661,1486.9946
South Korea,KOR,2020,32.024807,8.0247,50.787083,8.2726755,10.182727,403.69125,575.3731,840.1593,1405.6753
South Korea,KOR,2018,30.498478,7.945616,26.90048,6.521649,8.888103,338.94702,578.04004,1007.7488,1499.6987
South Korea,KOR,2017,24.42859,4.9788027,20.59623,5.772638,7.4750867,379.04672,497.5639,1002.235,1504.5675
South Korea,KOR,2016,20.56052,5.1509266,14.766931,4.5060267,7.6195855,416.14508,476.4369,947.8368,1519.5149
South Korea,KOR,2011,2.146478,3.908843,2.5455625,2.3804133,12.683376,409.58206,484.45462,973.2844,1286.9058
South Korea,KOR,2008,2.0847514,2.065488,0.7989417,1.2252808,8.6271925,407.06113,373.36835,768.74066,1232.2421
South Korea,KOR,2015,18.814123,5.180002,11.391129,3.615292,5.7783628,425.77332,456.49725,993.21594,1393.7766
South Korea,KOR,2014,15.533543,5.276531,7.299258,3.1035447,7.4538627,406.60052,500.03998,981.5569,1329.7903
South Korea,KOR,2009,1.7208042,2.9563458,1.5812083,1.9139936,7.8563766,396.00732,354.915,797.7598,1246.8798
South Korea,KOR,2010,1.330233,4.149584,2.1467013,2.2675192,10.219596,395.7749,450.16473,897.1591,1273.9985
South Korea,KOR,1996,1.2864584,,0.008870971,0,7.1687975,209.7614,127.40432,373.323,1221.4814
South Korea,KOR,2007,1.2255008,1.1129911,0.20154999,1.0621703,10.268927,387.84192,362.8176,693.7644,1292.2332
South Korea,KOR,2004,0.9348983,0.063965,0.028447777,0.13671139,12.42303,361.4554,296.7499,618.6974,1250.8655
South Korea,KOR,2005,0.82937855,0.15584193,0.041230276,0.37192306,10.518176,403.30768,317.72577,637.27167,1257.2378
South Korea,KOR,1995,0.79805106,,0.005913972,0,8.161062,190.19478,96.432465,319.77148,1141.5756
South Korea,KOR,2006,0.77024746,0.6198788,0.08827028,0.6797986,9.866548,406.14975,334.98584,658.86743,1258.5533
South Korea,KOR,2003,0.60013443,0,0.022481749,0.072111666,14.168778,360.8697,253.23859,594.5768,1259.749
South Korea,KOR,2002,0.5714044,,0.020560278,0.043435276,9.435943,333.59552,241.77722,571.3901,1249.2562
South Korea,KOR,2001,0.2809139,,0.018167278,0.036986668,6.8448663,316.11307,217.57753,531.7724,1227.4753
South Korea,KOR,1999,0.27772164,,0.013519361,0.017265862,12.298887,292.445,176.35849,443.76706,1198.3896
South Korea,KOR,2000,0.25218415,,0.015624722,0.0493375,11.856205,309.18625,198.0775,499.2131,1227.2627
South Korea,KOR,1997,0.24899195,,0.008870971,0.002957,8.320944,218.73167,154.82787,406.20566,1342.7758
South Korea,KOR,1998,0.18514778,,0.011827944,0.005913972,12.654193,254.49379,144.84235,419.26846,1117.262
South Korea,KOR,1994,0,,0.005913972,0.002957,6.9373684,166.42285,79.7376,308.57297,1046.2953
South Korea,KOR,1993,0,,0.005913972,0.002957,12.500816,164.96802,59.90264,300.51804,953.1819
South Korea,KOR,1992,0,,0.005913972,0,9.159121,160.40532,47.949326,274.12143,868.07513
South Korea,KOR,1990,0,,0.002957,0,13.850377,150.0664,31.641739,280.56445,589.91064
South Korea,KOR,1991,0,,0.002957,0,10.3082,159.7826,36.655434,281.5181,717.3476
South Korea,KOR,1985,0,,0,0,9.417911,47.515152,,256.117,311.11945
South Korea,KOR,1986,0,,0,0,9.195882,80.333496,0.7117561,271.32788,338.9009
South Korea,KOR,1989,0,,0,0,8.764424,134.39938,27.52821,284.84778,486.68192
South Korea,KOR,1981,0,,0,0,7.6813917,8.220862,,177.29004,282.14676
South Korea,KOR,1979,0,,0,0,6.789744,8.943574,,137.73409,287.68427
South Korea,KOR,1983,0,,0,0,6.783898,25.438486,,191.79149,293.03107
South Korea,KOR,1984,0,,0,0,5.9084873,33.460144,,231.0532,294.2903
South Korea,KOR,1988,0,,0,0,5.8762236,113.78625,28.449305,292.63754,425.95413
South Korea,KOR,1980,0,,0,0,5.6785283,9.866477,,153.50438,284.98254
South Korea,KOR,1974,0,,0,0,5.6356015,0,,88.446144,147.48793
South Korea,KOR,1978,0,,0,0,5.344829,6.5954514,,115.06722,255.6979
South Korea,KOR,1976,0,,0,0,5.289051,0,,104.16991,187.67162
South Korea,KOR,1982,0,,0,0,5.072307,10.718113,,179.69046,280.0684
South Korea,KOR,1975,0,,0,0,4.976048,0,,93.44705,167.17403
South Korea,KOR,1977,0,,0,0,4.1182847,0.20278583,,113.71813,223.60997
South Korea,KOR,1972,0,,0,0,4.045386,0,,67.81453,115.992966
South Korea,KOR,1971,0,,0,0,3.9031546,0,,66.16306,111.123955
South Korea,KOR,1973,0,,0,0,3.798149,0,,85.75961,142.77954
South Korea,KOR,1987,0,,0,0,11.725559,111.55461,22.022568,274.9204,356.26428
South Korea,KOR,1969,,,,,4.2240944,0,,61.336617,78.77083
South Korea,KOR,1970,,,,,3.6095493,0,,65.46527,98.390976
South Korea,KOR,1966,,,,,2.9135866,0,,65.20941,22.645342
South Korea,KOR,1967,,,,,2.8185163,0,,62.20887,39.25714
South Korea,KOR,1968,,,,,2.7484713,0,,58.7315,58.039677
South Korea,KOR,1965,,,,,2.100725,0,,57.59176,15.124584
Taiwan,TWN,2021,6.400995,0.00046929443,20.851633,5.779291,9.07745,69.77422,272.90454,465.73355,533.0977
Taiwan,TWN,2020,6.356022,0.00079276663,15.95385,6.063765,7.929167,79.23497,248.8446,433.8346,508.66864
Taiwan,TWN,2019,6.3455,0.0008666166,10.585929,4.98787,14.615929,81.76109,232.59819,464.15848,529.50494
Taiwan,TWN,2022,6.321099,0.000489625,27.832035,9.236927,15.216603,59.42972,280.66354,439.27582,490.65298
Taiwan,TWN,2018,6.28412,0.0012610833,7.1754236,4.516743,11.857049,70.27051,236.62138,473.56342,558.85205
Taiwan,TWN,2015,6.18747,0.0024331915,2.2897482,4.1074176,12.037979,94.247406,201.80359,458.4512,564.6124
Taiwan,TWN,2014,6.105167,0.31568858,1.4324683,4.064959,11.697511,110.196045,188.68167,472.62485,549.86957
Taiwan,TWN,2016,6.076986,0.0020765166,2.9688468,3.9007165,17.56683,81.33406,209.65404,464.03384,567.1863
Taiwan,TWN,2007,6.0138316,0.9362314,0.006164222,1.2428368,12.491157,109.99789,117.44902,461.68237,584.51636
Taiwan,TWN,2017,5.9317656,0.04148139,4.437576,4.5839624,14.495555,57.32057,232.4506,471.06088,560.4544
Taiwan,TWN,2005,5.9068527,0.0062085,0.0027488777,0.26143083,11.658027,109.83189,103.200806,419.94257,559.4335
Taiwan,TWN,2006,5.904411,0.01715339,0.00414575,0.78554446,11.633013,108.86396,110.69848,440.8106,563.4888
Taiwan,TWN,2004,5.9021072,0,0.0016828862,0.072769724,9.249726,109.19878,102.36428,412.37943,555.37933
Taiwan,TWN,2013,5.900474,0.88091886,0.87512136,4.4697056,14.77964,108.899414,179.37906,467.62402,532.94696
Taiwan,TWN,2011,5.8563,0.5212711,0.16999528,4.1177793,11.033864,111.49051,170.3993,468.85687,527.55475
Taiwan,TWN,2010,5.853916,0.40152332,0.060305,2.8486812,11.641059,110.875275,154.79768,452.32077,567.4767
Taiwan,TWN,2012,5.842793,0.75913805,0.43835276,3.8756392,15.545562,106.35564,178.85228,458.43033,518.0272
Taiwan,TWN,2008,5.799784,0.18704306,0.012569806,1.6530591,12.097595,110.090454,127.659584,442.00507,552.1046
Taiwan,TWN,2003,5.658613,0,0.0013369583,0.06891167,8.800473,108.2332,84.14759,396.44775,542.6902
Taiwan,TWN,2009,5.5781307,0.30719998,0.025448695,2.1968462,10.46789,111.40543,124.667755,421.60492,542.13293
Taiwan,TWN,2002,5.105405,0,0.0010157556,0.04635,8.111153,110.783844,81.52753,371.88583,519.31537
Taiwan,TWN,2001,4.214593,0,0.000775575,0.035925552,14.954215,100.0394,72.894005,342.99756,515.8321
Taiwan,TWN,2000,3.34342,0,0.00035483888,0.004089111,13.483812,109.25224,67.67396,326.856,498.69077
Taiwan,TWN,1999,2.422455,0,0,0,14.935825,107.8455,62.734764,277.2957,493.11035
Taiwan,TWN,1998,1.9383076,0,0,0,18.338825,104.607666,61.644417,268.50342,461.01413
Taiwan,TWN,1997,1.6777861,0,0,0,15.510835,102.91517,52.02493,247.48337,444.44904
Taiwan,TWN,1996,1.4999455,0,0,0,14.02516,107.22313,44.342564,216.37762,432.6465
Taiwan,TWN,1995,1.2252532,0,0,0,14.310237,100.20865,43.456387,191.85173,432.55786
Taiwan,TWN,1992,0.83447665,0,0,0,19.386,96.03429,30.593304,159.02312,350.88788
Taiwan,TWN,1994,0.82026356,0,0,0,14.966875,98.94569,38.884525,186.09622,397.5515
Taiwan,TWN,1991,0.7757811,0,0,0,11.395193,100.13613,30.850603,137.64064,337.32336
Taiwan,TWN,1993,0.7423847,0,0,0,12.149769,97.48042,32.017345,178.814,373.52438
Taiwan,TWN,1990,0.6745658,0,0,0,18.86908,93.25763,21.242907,125.66011,324.87567
Taiwan,TWN,1989,0.62274474,,0,0,14.381185,80.23396,13.235775,127.18467,313.0753
Taiwan,TWN,1982,0.023501694,,0,0,14.138028,37.126633,13.359276,48.153667,216.2127
Taiwan,TWN,1983,0.012896917,,0,0,14.748723,53.639526,13.855264,64.99985,216.6807
Taiwan,TWN,1986,0.012859889,,0,0,18.126112,76.44491,11.388483,97.247536,229.20525
Taiwan,TWN,1984,0.009948306,,0,0,12.96729,69.7715,13.941779,75.407715,207.55226
Taiwan,TWN,1988,0.008808666,,0,0,13.82057,86.97339,13.138313,121.93393,281.1456
Taiwan,TWN,1985,0.008387361,,0,0,17.745275,81.51255,12.4989195,79.881065,205.69667
Taiwan,TWN,1987,0.008022222,,0,0,16.28991,94.00213,11.518417,105.21524,241.05962
Taiwan,TWN,1971,0,,0,0,9.140054,0,11.297574,28.132969,86.65054
Taiwan,TWN,1980,0,,0,0,8.65215,23.264786,20.499619,44.48475,217.76823
Taiwan,TWN,1975,0,,0,0,15.55672,0,15.862249,22.259819,124.44161
Taiwan,TWN,1978,0,,0,0,14.684408,7.5761647,20.528925,29.78443,208.59233
